Site,Date,Temp,pH,EC,DO,BOD,COD,SS,TN,TP,TOC,Q
금본F2,2018.12.04,11.6,7.8,241,11.3,3.4,5.8,25,3.491,0.078,3.7,4.149
보청A,2018.12.04,10.5,7.8,286,13.2,1.1,3.5,7.3,2.516,0.031,2.1,7.272
초강A,2018.12.04,8.9,7.6,203,13,0.8,3,4.9,2.342,0.025,1.9,2.04
초강A1,2018.12.04,10.5,7.6,152,12.9,1,4,5.8,1.73,0.034,2.5,0.371
금본F,2018.12.05,13.4,7.4,145,9.5,0.6,4.3,2.9,1.626,0.033,2.8,12.775
금본A,2018.12.10,0.8,7.8,205,14.6,0.4,2.4,0.7,3.545,0.02,1.3,3.689
금본B,2018.12.10,7.7,7.6,112,11.6,0.5,4,1.2,1.673,0.019,2.2,11.608
금본B1,2018.12.10,0.8,7.9,175,14.1,0.3,2.1,1.8,2.712,0.02,1.1,1.217
금본B2,2018.12.10,1.7,8,133,14,0.3,1.2,0.2,2.224,0.02,0.7,0.608
금본C,2018.12.10,2.7,7.9,131,13.8,0.4,3.7,1.5,1.732,0.02,2,6.571
금본C1,2018.12.10,0.9,8,134,14.7,0.3,1.9,0.4,2.201,0.02,1.2,2.94
금본D,2018.12.10,1.4,8.2,150,15.2,0.4,3.2,1.4,2.083,0.021,1.8,15.974
금본E,2018.12.10,1.4,8.2,169,15.1,0.5,3,0.8,2.373,0.023,1.7,17.639
금본F1,2018.12.10,2,7.7,87,13.7,0.3,1.3,0.2,2.12,0.018,0.8,0.185
금본F2,2018.12.10,2.7,8,327,14.1,0.4,1.4,1.7,4.87,0.026,0.9,1.563
보청A,2018.12.10,1.4,7.9,263,12.7,0.4,1.9,0.8,2.524,0.023,1.4,5.722
초강A,2018.12.10,1,8.2,181,15.1,0.5,3.2,1.2,2.219,0.025,1.1,2.445
초강A1,2018.12.10,0.2,7.8,147,12.8,0.3,1.7,0.6,1.886,0.021,1.1,0.164
금본F,2018.12.11,11.9,7.7,147,10.5,0.7,4.2,2,1.505,0.025,2.5,12.605
금본F,2018.12.17,10.9,7.5,145,8,0.5,4.1,1.6,1.64,0.017,3.1,12.222
금본A,2018.12.20,3.8,7.8,216,14.2,0.7,2.3,1.3,3.994,0.009,1.4,3.085
금본B,2018.12.20,9.1,7.6,114,11.4,0.8,3.9,1,1.6,0.017,2.2,9.463
금본B1,2018.12.20,3.9,8,204,14.4,0.5,2.8,0.8,3.021,0.017,1.2,0.816
금본B2,2018.12.20,5.2,7.8,105,13.2,0.3,1.7,1,2.289,0.017,0.8,0.328
금본C,2018.12.20,5.7,7.9,130,14,0.6,3.4,1.6,1.706,0.01,2,6.155
금본C1,2018.12.20,3.4,7.6,162,13.9,0.6,2.3,0.4,2.646,0.014,1.2,2.363
금본D,2018.12.20,4.7,7.8,153,13.1,0.5,3.1,1.5,2.496,0.011,1.8,14.492
금본E,2018.12.20,3.6,7.6,171,13.9,0.4,2.8,0.5,2.397,0.01,1.7,14.795
금본F1,2018.12.20,4.8,7.8,95,14.7,0.4,1.9,0.3,2.11,0.013,0.9,0.155
금본F2,2018.12.20,6.6,8,351,14.1,1.3,2.5,1.1,4.927,0.016,1.3,1.082
보청A,2018.12.20,4.5,7.8,293,13.5,0.6,1.7,0.8,2.714,0.014,1.3,2.004
초강A,2018.12.20,2.6,7.7,197,14.2,0.5,2.3,1,2.161,0.01,1.4,1.683
초강A1,2018.12.20,3.8,7.7,147,13.3,0.3,2,0.4,1.85,0.012,1.1,0.183
금본A,2019.01.07,0.2,7.9,217,14.1,0.7,2.8,0.9,4.666,0.014,1.4,3.345
금본B,2019.01.07,5.6,7.6,116,11.8,0.6,3.9,0.8,1.425,0.009,2.2,9.203
금본B1,2019.01.07,0,7.9,220,14.4,0.5,2.8,0.9,3.361,0.01,1.5,0.592
금본B2,2019.01.07,0.2,7.6,102,15.1,0.4,1.8,0.7,2.215,0.006,0.7,0.349
금본C,2019.01.07,2,7.9,136,15.7,0.6,3.9,0.3,1.711,0.007,2.2,6.699
금본C1,2019.01.07,0.7,7.6,184,16.2,0.7,2.4,0.1,3.045,0.009,1.3,2.192
금본D,2019.01.07,0.5,7.8,155,14,0.7,3.5,1.1,1.994,0.009,2,12.176
금본E,2019.01.07,3.9,7.9,169,14.8,1,3,0.7,2.279,0.007,1.8,9.355
금본F1,2019.01.07,1.3,7.7,103,15,0.3,1.6,0.2,2.206,0.004,0.7,0.099
금본F2,2019.01.07,2.2,7.8,331,16.6,0.5,1.7,0.7,4.821,0.018,0.8,0.912
보청A,2019.01.07,0.8,8.1,315,16.8,0.6,2.2,0.4,2.943,0.01,1.2,1.6
초강A,2019.01.07,2.3,7.9,218,14,0.7,3,0.7,2.693,0.012,1.5,0.667
초강A1,2019.01.07,0.5,7.9,160,14.4,0.3,1.8,2.2,1.833,0.006,0.9,0.082
금본F,2019.01.08,6.1,7.8,342,12.8,0.4,4,0.9,1.623,0.019,2.6,12.209
금본F,2019.01.14,7.3,8,150,10.4,0.4,4,0.8,1.584,0.012,2.5,12.071
금본A,2019.01.17,0.1,7.9,231,15.2,0.6,3.1,0.8,4.452,0.03,1.4,2.411
금본B,2019.01.17,5.5,7.4,116,12.2,0.4,3.9,0.6,1.457,0.018,2,8.991
금본B1,2019.01.17,0.3,8.1,272,15.3,0.5,2.5,1.1,3.621,0.01,1.2,0.553
금본B2,2019.01.17,1.1,7.8,102,14.2,0.3,1.9,1.6,2.255,0.006,0.8,0.379
금본C,2019.01.17,2.2,7.6,141,13.9,0.5,3.9,1.3,1.808,0.014,2.3,3.704
금본C1,2019.01.17,1.8,7.7,194,13.5,0.5,2.4,0.7,3.192,0.024,1.3,2.063
금본D,2019.01.17,1.9,7.8,161,15,0.4,2.9,0.7,2.134,0.016,2,11.332
금본E,2019.01.17,1.4,8,180,14.6,0.6,3.5,1.2,2.546,0.018,1.8,9.943
금본F1,2019.01.17,0.9,7.3,102,15.8,0.3,1.4,0.2,2.418,0.01,0.7,0.09
금본F2,2019.01.17,3.3,7.5,339,14.4,0.6,1.8,1.7,5.148,0.05,1,0.836
보청A,2019.01.17,1.4,7.3,312,14.9,0.4,1.9,0.8,2.883,0.008,1.2,1.303
초강A,2019.01.17,0.7,8,215,15.2,0.5,2.7,0.6,2.6,0.01,1.4,0.864
초강A1,2019.01.17,1.1,7.8,149,15.3,0.3,1.9,0.7,1.907,0.01,0.8,0.106
금본A,2019.01.22,1.6,7.8,249,14.3,0.6,2.8,1.1,4.456,0.056,1.4,1.846
금본B,2019.01.22,5.6,7.1,116,13.3,0.7,3.6,0.6,1.55,0.028,2.2,9.12
금본B1,2019.01.22,0.2,7.7,292,14,0.5,1.9,1.4,3.503,0.017,1.3,0.539
금본B2,2019.01.22,1,7.1,107,13.4,0.4,2,0.5,2.282,0.01,0.9,0.331
금본C,2019.01.22,3.8,7.7,139,13.7,0.6,3.5,1,1.735,0.028,2.1,2.525
금본C1,2019.01.22,2.1,7.6,193,13.8,0.6,2.5,1,3.138,0.024,1.4,1.784
금본D,2019.01.22,2.5,7.6,153,13.7,0.7,3.5,1.4,2.07,0.026,2,13.086
금본E,2019.01.22,2.4,7.7,172,15,0.7,3.2,0.9,2.401,0.026,1.9,9.943
금본F1,2019.01.22,2.2,7.1,102,15.2,0.4,1.6,0.3,2.343,0.005,0.7,0.101
금본F2,2019.01.22,4.2,7.8,336,15.8,0.7,2.2,1.9,4.96,0.025,1,0.761
보청A,2019.01.22,1.9,7.2,329,14.5,0.6,2.3,1.3,2.846,0.025,1.2,1.478
초강A,2019.01.22,2.4,7.7,209,14.6,0.6,2.7,0.8,2.541,0.025,1.6,0.864
초강A1,2019.01.22,1.5,7.4,149,15.2,0.4,1.9,0.4,1.856,0.008,0.9,0.103
금본F,2019.01.23,6.7,7.3,151,9.5,0.8,3.9,0.7,1.653,0.011,2.4,12.066
금본A,2019.02.11,1.6,7.9,210,14.4,0.4,3.3,1.1,4.76,0.036,1.1,2.558
금본B,2019.02.11,5.1,7.6,118,12,0.4,3.9,0.7,1.439,0.016,1.9,8.092
금본B1,2019.02.11,1,7.9,236,14.7,0.4,2.4,0.6,3.075,0.018,1.1,0.472
금본B2,2019.02.11,2.5,7.9,98,13.7,0.3,1.7,0.7,2.236,0.024,0.8,0.76
금본C,2019.02.11,2.8,7.7,138,16.1,0.4,4.1,1.1,1.727,0.02,2,6.699
금본C1,2019.02.11,1.9,7.6,213,17.5,0.6,2,0.9,2.881,0.017,1.3,2.269
금본D,2019.02.11,2.7,8.1,158,12.2,0.5,3.7,2.1,2.063,0.024,1.9,11.939
금본E,2019.02.11,2.2,8,177,13.9,0.7,3.7,1.8,2.348,0.016,2,11.802
금본F1,2019.02.11,3.2,7.7,95,14.1,0.3,1.5,0.2,2.16,0.014,0.7,0.101
금본F2,2019.02.11,3.7,7.7,333,16.7,0.3,2,2.4,4.988,0.056,0.9,0.798
보청A,2019.02.11,2.3,7.8,312,15.6,0.6,1.9,0.5,1.982,0.01,0.9,1.31
초강A,2019.02.11,1.6,8,209,14,0.8,3.5,1.8,2.666,0.016,2,0.976
초강A1,2019.02.11,0.7,7.6,156,16.6,0.4,2.5,2.1,2.678,0.022,1.5,0.096
금본F,2019.02.12,5.8,7.4,150,11.1,0.4,4,0.7,1.641,0.044,2.5,12.268
금본F,2019.02.18,5.6,7.9,150,11.6,0.5,4.7,1,2.539,0.018,2.6,12.644
금본A,2019.02.21,2,7.6,192,13.6,0.8,4.3,2.8,3.615,0.035,2.2,3.232
금본B,2019.02.21,5.4,7.1,118,12.4,0.4,4,0.5,1.516,0.005,2.2,9.181
금본B1,2019.02.21,3.4,7.6,209,13.4,0.4,2.7,1.7,3.034,0.023,1.6,0.717
금본B2,2019.02.21,3.9,7.6,107,13.5,0.3,2.2,3.8,2.499,0.017,1.3,0.985
금본C,2019.02.21,4.8,7.8,148,13.2,0.5,3.7,0.9,2.005,0.009,1.9,6.699
금본C1,2019.02.21,3,7.8,195,14.2,0.5,2.3,0.6,3.246,0.016,1.3,3.615
금본D,2019.02.21,4.1,7.7,151,13.5,0.7,3.9,2.2,1.962,0.01,2.2,14.002
금본E,2019.02.21,5.6,7.8,182,13.6,0.7,4,1.8,2.234,0.008,2.1,15.95
금본F1,2019.02.21,4.8,7.4,84,13.8,0.3,1.7,0.5,1.994,0.012,0.9,0.263
금본F2,2019.02.21,5.1,7.8,334,14.4,0.3,1.7,1.2,4.765,0.04,1,0.905
보청A,2019.02.21,3.7,7.2,388,15.4,0.6,3.9,1.9,2.618,0.037,1.8,2.09
초강A,2019.02.21,2.7,7.8,280,13.8,0.9,4,2.8,2.447,0.016,2.1,3.147
초강A1,2019.02.21,2.1,7.8,147,17.2,0.3,2.5,0.7,2,0.015,1.5,0.265
금본A,2019.03.05,7.6,7.9,194,12.7,0.9,3.5,2.1,4.153,0.038,1.5,2.514
금본B,2019.03.05,6.2,7.5,118,12.1,0.4,3.9,0.7,2.026,0.04,2.2,8.098
금본B1,2019.03.05,5.9,8.1,203,13.9,0.5,2.5,1.6,2.752,0.025,1.5,0.584
금본B2,2019.03.05,7.5,7.8,96,11.9,0.3,2.1,1.6,2.115,0.014,1,0.659
금본C,2019.03.05,8.8,8,135,12.2,0.8,4.1,1,2.094,0.025,2.1,6.699
금본C1,2019.03.05,7.8,8,171,12.7,0.8,2.7,1.9,2.542,0.03,1.4,2.581
금본D,2019.03.05,8.6,7.7,149,12.3,1,3.9,2.2,1.413,0.019,2.2,11.675
금본E,2019.03.05,9,8.1,171,12,0.9,4.3,2,1.989,0.033,2.1,11.802
금본F1,2019.03.05,7.3,7.4,89,12.4,0.3,1.5,1.2,1.87,0.011,0.9,0.139
금본F2,2019.03.05,8.4,8,336,13.8,0.4,2.2,1.8,4.309,0.028,1.3,0.593
보청A,2019.03.05,8.4,7.7,312,12.9,0.8,3.2,1.8,2.429,0.021,1.5,1.686
초강A,2019.03.05,8.5,8.1,208,12,1.4,4.4,1.9,2.699,0.031,2.3,1.228
초강A1,2019.03.05,5.9,8.1,148,16.6,0.3,2.1,0.7,1.505,0.018,1.3,0.139
금본F,2019.03.06,5.5,7.8,149,12.5,0.6,4.2,0.2,1.549,0.019,2.7,12.24
금본A,2019.03.11,7.9,8.1,196,12.3,1.3,3.7,3.1,3.874,0.022,1.7,3.831
금본B,2019.03.11,6.9,7.7,118,12,0.6,4.1,1.1,1.62,0.027,2.2,9.517
금본B1,2019.03.11,5.8,8.1,163,11.3,0.7,3.2,3.6,2.628,0.063,1.7,0.914
금본B2,2019.03.11,7.5,8,95,12.2,0.6,2,1.5,2.353,0.05,1,0.65
금본C,2019.03.11,9,8.1,136,12,1,4.1,1.5,1.978,0.039,2,8.037
금본C1,2019.03.11,8.6,8.1,184,13.2,1,3.1,1.4,2.553,0.031,1.4,3.084
금본D,2019.03.11,8.7,7.7,150,12.2,1.1,4.4,2.8,1.923,0.034,2.2,12.022
금본E,2019.03.11,9,7.9,169,11.9,1.1,4.3,3.2,2.294,0.055,2,11.802
금본F1,2019.03.11,7.7,7.6,92,12,0.3,2,0.6,2.513,0.098,0.8,0.136
금본F2,2019.03.11,8.1,7.9,331,13.7,0.6,2.4,1.5,4.754,0.076,1.1,0.645
보청A,2019.03.11,8,7.8,312,11.9,0.9,2.9,2,2.305,0.057,1.4,1.638
초강A,2019.03.11,8.7,7.9,200,11.9,1.6,4.5,1.7,2.121,0.035,2.2,1.098
초강A1,2019.03.11,6.9,8.1,146,14.2,0.5,2.5,1.4,1.766,0.029,1.3,0.127
금본F,2019.03.12,5.5,7.8,150,12.6,0.7,4.3,0.9,2.006,0.052,2.7,12.364
금본F,2019.03.18,5.6,7.8,154,13.1,0.8,4.3,1,1.792,0.024,2.6,12.594
금본A,2019.03.21,9.9,7.7,195,11.5,1.6,4.1,6.6,4.132,0.039,2,5.686
금본B,2019.03.21,8.8,7.5,117,12.5,0.9,4.1,0.8,1.476,0.017,2.3,7.494
금본B1,2019.03.21,8.5,7.7,108,11.3,2.6,5.3,32.8,2.047,0.112,3.6,3.196
금본B2,2019.03.21,9.4,7.7,91,12.6,0.8,2.5,1.5,2.27,0.06,1.1,1.115
금본C,2019.03.21,10.4,7.6,133,10.9,1.2,4.2,1.3,1.859,0.113,2.2,4.373
금본C1,2019.03.21,10.9,7.7,200,11.1,1.4,3.2,2.3,2.172,0.071,1.7,3.502
금본D,2019.03.21,10.7,7.6,160,10.2,1.8,4.7,6.4,1.953,0.068,2.7,14.266
금본E,2019.03.21,11.1,7.9,167,10.8,1.3,4.2,3.3,1.832,0.027,2.2,12.454
금본F1,2019.03.21,9.1,7.5,93,12.4,0.4,2.2,1.2,2.089,0.036,1.2,0.278
금본F2,2019.03.21,10.5,7.7,353,11,1.6,4,3.1,3.806,0.118,2.2,0.717
보청A,2019.03.21,10.6,7.8,296,11.4,1.3,3.4,2.8,2.103,0.048,1.7,1.317
초강A,2019.03.21,10.9,8,195,10.9,1.6,4.2,2.1,1.878,0.045,2.3,1.369
초강A1,2019.03.21,10,7.9,154,12.6,0.8,3.1,1.7,1.648,0.067,1.7,0.151
금본A,2019.03.26,8.2,7.9,171,13,1.1,3.6,2.8,3.575,0.06,1.6,3.381
금본B,2019.03.26,8.4,7.3,115,11.7,0.8,4.4,1.1,1.559,0.055,2.4,7.13
금본B1,2019.03.26,6.1,8.1,125,14.2,0.5,2.4,3.1,2.327,0.03,1.4,0.997
금본B2,2019.03.26,8.1,7.6,89,11.8,0.3,2.1,0.7,2.272,0.021,1,1.102
금본C,2019.03.26,10.1,8,127,11.6,1,4.4,0.7,1.593,0.017,2.2,8.037
금본C1,2019.03.26,8.8,8.1,125,12.3,0.8,2.9,2.2,2.025,0.046,1.5,5.461
금본D,2019.03.26,9.7,7.8,149,11.9,1.1,4.4,1.9,1.816,0.027,2.2,11.578
금본E,2019.03.26,9.8,8,171,11.8,1.2,4.3,1.8,1.987,0.032,2.3,12.454
금본F1,2019.03.26,9.9,7.1,85,11.8,0.3,1.9,0.9,2.165,0.02,0.9,0.252
금본F2,2019.03.26,10.2,8,323,13.4,0.7,2.3,1.2,4.326,0.026,1.4,0.582
보청A,2019.03.26,9.5,7.9,313,11.7,1,3.3,2.4,2.338,0.035,1.7,1.485
초강A,2019.03.26,9.3,8,206,12.1,1.1,4,1.7,1.939,0.027,2,1.683
초강A1,2019.03.26,7.7,7.8,151,13.2,0.4,2.5,5.4,1.769,0.043,1.4,0.161
금본F,2019.03.27,6,7.7,153,11.2,1,4.3,1.4,1.526,0.016,2.7,13.105
금본A,2019.04.01,8.3,7.9,210,13.5,1.1,3.9,1.8,3.909,0.056,1.6,3.509
금본B,2019.04.01,8.8,7.8,116,12.9,1.1,4.3,1.3,1.622,0.04,2.3,7.65
금본B1,2019.04.01,5,8,141,13.7,0.7,4.6,1.5,2.293,0.041,1.2,0.705
금본B2,2019.04.01,6,7.9,95,12.2,0.7,3.5,1.6,2.274,0.047,1,0.739
금본C,2019.04.01,9,8,131,13,1.8,5.5,2.1,1.605,0.054,2.4,5.096
금본C1,2019.04.01,9.9,8.4,154,13.1,1.3,2.4,0.8,1.956,0.069,1.5,2.382
금본D,2019.04.01,9.3,8,148,13.1,1.4,4.4,2.4,1.677,0.049,2.3,10.951
금본E,2019.04.01,10.3,8.1,164,12.5,1.3,4.3,2.3,1.668,0.034,2.1,11.166
금본F1,2019.04.01,8.5,7.9,90,12.5,0.6,3.4,0.9,2.311,0.026,0.7,0.168
금본F2,2019.04.01,7.5,8.3,335,13.9,0.8,2.7,1.4,4.032,0.067,1.4,0.553
보청A,2019.04.01,8.3,8.1,317,13.2,1.1,3.8,2.6,2.004,0.055,1.6,1.078
초강A,2019.04.01,9.8,8.3,188,12.9,1.4,4.3,1.5,1.634,0.035,2,1.369
초강A1,2019.04.01,6.7,8,149,13.8,0.6,2.3,1.8,1.741,0.035,1.2,0.136
금본F,2019.04.02,5.7,7.8,154,11.6,0.6,4.2,0.7,1.822,0.017,2.5,12.7
금본F,2019.04.08,6.1,7.2,153,11.1,0.7,4.4,1.2,1.971,0.091,2.4,12.66
금본A,2019.04.11,9,7.8,158,12.6,1.3,4.8,12.6,2.874,0.079,2.5,12.218
금본B,2019.04.11,9.2,7.2,111,12.1,0.6,3.9,1.3,1.535,0.04,2.2,7.97
금본B1,2019.04.11,7.5,8,83,9,0.8,2.9,9.8,1.704,0.048,1.6,3.684
금본B2,2019.04.11,8.5,8,79,8.7,0.6,2.4,3.8,2.698,0.032,1.3,3.909
금본C,2019.04.11,9.9,7.8,107,12.2,1.1,4.9,4.9,2.088,0.048,2.6,31.17
금본C1,2019.04.11,9.3,7.8,100,12.5,1,4.1,3.2,2.582,0.095,2.6,23.761
금본D,2019.04.11,10.4,7.7,131,11.3,2,4.1,7.8,1.882,0.059,2.5,46.957
금본E,2019.04.11,10.3,8.1,155,11.2,2.1,5.8,13.9,2.382,0.061,3.5,65.524
금본F1,2019.04.11,10.5,7.6,75,8.3,0.4,2.4,10.9,2.65,0.048,1.4,1.068
금본F2,2019.04.11,10.3,8.1,231,12.6,1,3.2,3.3,3.163,0.051,2.1,0.976
보청A,2019.04.11,9.3,7.4,251,11.5,1.2,4.5,34.6,2.707,0.08,2.7,6.894
초강A,2019.04.11,9.4,7.4,143,11.5,1.7,6.5,12.8,3.258,0.072,4,19.914
초강A1,2019.04.11,8.4,7.9,115,12.1,0.8,4.2,5.5,2.799,0.068,2.7,1.412
금본F,2019.04.17,6.6,7.4,152,11.2,0.5,4.2,0.9,1.732,0.02,2.3,12.625
금본A,2019.04.19,15,7.8,164,12,1.5,3.6,8.1,3.466,0.102,2.5,4.631
금본B,2019.04.19,12.5,7.9,116,12,1.2,4.1,1.6,1.565,0.03,2.4,7.627
금본B1,2019.04.19,12.6,8.1,124,12.5,0.6,3.4,3,2.511,0.042,1.4,1.116
금본B2,2019.04.19,14.5,7.8,91,11.1,0.5,3.2,4.3,2.493,0.02,1.3,1.11
금본C,2019.04.19,16.1,8,119,9.8,1.3,4.1,2.9,1.635,0.038,2.2,3.704
금본C1,2019.04.19,15.5,8.5,123,12.3,0.8,4,2.6,1.812,0.047,1.6,6.287
금본D,2019.04.19,16.1,7.6,132,9.7,1.4,4.2,3.1,1.728,0.031,2.2,13.441
금본E,2019.04.19,15.9,7.8,147,9.3,1.4,4.2,4.3,2.011,0.05,2,15.95
금본F1,2019.04.19,16.3,7.5,97,10.6,0.3,2.7,3.9,1.968,0.033,1.2,0.156
금본F2,2019.04.19,17,8.5,295,12.9,1.4,4.2,2.8,2.174,0.048,1.9,0.195
보청A,2019.04.19,15,7.7,269,9.6,1.3,4.3,9.9,2.886,0.075,2.1,1.948
초강A,2019.04.19,16.2,8.4,152,10.7,1.5,4,2.6,2.408,0.032,2.2,2.551
초강A1,2019.04.19,13.6,7.6,144,10.5,0.4,3.4,1.6,2.418,0.065,1.6,0.216
금본F,2019.04.22,6.4,7.3,154,10.8,0.9,4.1,1.2,1.661,0.035,2.6,12.74
금본A,2019.04.24,16.2,8.3,176,10.9,2.1,4.7,11.1,2.678,0.102,2.3,5.497
금본B,2019.04.24,12.1,7.5,114,10.8,0.8,4.2,1.6,1.429,0.068,2.4,7.518
금본B1,2019.04.24,14.1,7.7,127,11.2,1.5,5,16.1,1.956,0.114,2.8,1.841
금본B2,2019.04.24,15.7,7.8,91,11.1,0.8,3,5.8,1.928,0.039,1.5,1.135
금본C,2019.04.24,17.9,7.4,124,9.7,1.5,4.7,5.6,1.258,0.102,2.4,7.578
금본C1,2019.04.24,17.7,8.3,138,10.6,1.8,4.3,5.5,1.364,0.102,2.1,5.444
금본D,2019.04.24,18.4,7.3,143,8.6,2.5,5.2,14.6,1.299,0.083,2.8,17.41
금본E,2019.04.24,18.7,7.8,158,9.2,1.8,4.5,5.4,1.272,0.093,2.3,14.504
금본F1,2019.04.24,15.7,7.6,82,10.6,0.5,3,5.1,2.019,0.163,1.7,0.681
금본F2,2019.04.24,16.6,8.2,286,11.8,2.1,5.1,6,2.225,0.109,3.5,0.342
보청A,2019.04.24,16.6,7.6,254,9.9,1.9,4.9,22.8,1.772,0.087,2.5,7.109
초강A,2019.04.24,18.6,7.8,168,9.9,1.8,4.7,4.6,1.154,0.061,2.7,3.993
초강A1,2019.04.24,15.7,7.4,141,9.2,1,4.5,3.7,1.767,0.061,2.6,0.405
금본F,2019.05.08,7,7.5,155,10.8,0.4,4,0.9,1.888,0.052,2.4,41.38
금본A,2019.05.10,16.9,8.9,191,12.9,1.6,5.1,8.3,3.757,0.094,2.8,3.72
금본B,2019.05.10,16.1,8.2,119,11.7,0.8,4.3,1.4,1.728,0.053,2.4,8.773
금본B1,2019.05.10,13.9,8.1,171,12,1.3,3.7,6.9,2.767,0.066,2.2,0.898
금본B2,2019.05.10,17.7,8.2,98,12.6,1.2,2.9,4.1,2.827,0.044,1.4,0.514
금본C,2019.05.10,17.6,8.2,122,10.2,1.2,4.4,2.8,1.603,0.085,2.5,4.032
금본C1,2019.05.10,17.5,8.5,137,11.9,1.8,3.6,2.6,1.625,0.059,1.8,3.397
금본D,2019.05.10,18.1,8.1,136,10.5,1.3,4.5,3.4,1.594,0.097,2.5,10.706
금본E,2019.05.10,18.7,8.1,149,10.1,1.5,4.4,4.6,1.619,0.067,2.3,12.454
금본F1,2019.05.10,19,7.7,109,10.6,0.7,2.1,1.5,2.84,0.062,1.1,0.119
금본F2,2019.05.10,20.5,8.4,318,13,2.1,4.3,4.9,2.063,0.067,2.4,0.24
보청A,2019.05.10,17,7.5,248,10.2,1.4,5,16.8,3.075,0.062,3.2,3.182
초강A,2019.05.10,19.8,8.4,161,10.5,1.2,4.3,3.2,1.444,0.056,2.5,1.505
초강A1,2019.05.10,14,8.1,150,11.2,1,3.3,1.7,2.906,0.048,1.9,0.152
금본F,2019.05.13,7,7.4,152,10.6,0.8,4.3,1.3,1.871,0.047,2.4,43.569
금본A,2019.05.15,21.7,8.5,206,10.4,1.7,5.7,10.9,2.851,0.06,2.9,2.907
금본B,2019.05.15,16.4,7.8,115,11.2,0.8,4.2,1.8,1.733,0.065,2.5,7.195
금본B1,2019.05.15,18,7.7,216,10.5,1.5,5.2,14.5,2.5,0.081,2.7,0.714
금본B2,2019.05.15,19.8,7.8,106,9.3,1,3.8,6.3,2.271,0.041,1.7,0.519
금본C,2019.05.15,21.1,7.8,127,9.4,2.2,4.7,5.7,1.338,0.042,2.7,4.032
금본C1,2019.05.15,22.1,8.5,150,11.4,1.7,4.5,4.5,1.537,0.06,2.2,2.371
금본D,2019.05.15,22.3,7.9,140,8.6,2.1,5.4,5.3,1.487,0.088,3.2,9.621
금본E,2019.05.15,22.2,8.1,163,8.6,1.1,4.5,5.8,1.287,0.03,2.5,9.355
금본F1,2019.05.15,22.6,7.7,125,12,0.4,2.6,1.7,2.316,0.041,1.3,0.095
금본F2,2019.05.15,27.1,8.9,333,13.5,2.3,6.1,9.8,1.663,0.095,3.1,0.065
보청A,2019.05.15,20.7,7.3,260,9.4,1.6,5.6,12.8,2.15,0.061,3.2,3.77
초강A,2019.05.15,24,8.1,176,9.5,1.9,4.8,4,1.58,0.082,3,0.891
초강A1,2019.05.15,17.4,7.8,158,10.1,0.7,3.5,3.1,1.597,0.041,2,0.121
금본A,2019.05.20,18.1,7.8,182,9.7,1.8,7.4,16.8,3.498,0.157,3.2,5.973
금본B,2019.05.20,15.4,7.5,81,10.9,0.7,4.9,1.7,1.445,0.054,2.3,7.278
금본B1,2019.05.20,15.8,7.6,124,10,1.5,5.1,19,2.264,0.124,2.9,1.921
금본B2,2019.05.20,17.7,7.9,109,9.9,0.7,2.6,8.4,3.005,0.07,1.6,0.904
금본C,2019.05.20,20.2,7.8,131,8.7,1.3,5.3,4.7,1.472,0.074,2.6,5.871
금본C1,2019.05.20,19.2,7.7,141,9.9,1.5,4.1,4.4,1.839,0.05,2.2,5.713
금본D,2019.05.20,21.1,7.5,148,7.9,1,5.5,5.7,1.417,0.056,2.4,13.831
금본E,2019.05.20,21,8,173,8.4,1,5.3,5.5,1.32,0.069,2.6,18.234
금본F1,2019.05.20,20,7.8,122,10.2,0.4,3,1.2,2.455,0.058,1.3,0.098
금본F2,2019.05.20,20.2,8.4,321,14.3,2.5,5.7,4.2,1.679,0.113,2.8,0.139
보청A,2019.05.20,18.3,7.2,254,8.8,1.5,6.3,13.4,2.306,0.09,3.3,7.851
초강A,2019.05.20,20.1,7.6,193,8.8,1.3,6.2,4.1,1.479,0.052,3.2,3.218
초강A1,2019.05.20,17.3,7.6,164,8.6,0.8,4.5,3.1,2.364,0.052,2.3,0.251
금본F,2019.05.21,7,7.4,152,10.6,0.6,4.2,0.7,1.626,0.022,2.5,40.885
금본F,2019.05.27,7.1,7.6,153,9.7,0.5,4,1,1.859,0.02,2.4,42.848
금본A,2019.05.30,19.5,8,192,9.9,1.4,5.7,26.5,3.48,0.096,3.3,3.7
금본B,2019.05.30,17.6,7.7,115,10.1,1.2,4.3,2.1,1.595,0.037,2.5,7.147
금본B1,2019.05.30,15.8,7.7,150,11.1,1.2,3.8,8.7,2.375,0.052,1.9,1.059
금본B2,2019.05.30,17.6,7.8,111,10.4,0.8,3.3,8.7,2.885,0.042,1.7,0.849
금본C,2019.05.30,20.5,7.9,126,9.6,1.6,4.6,8.4,1.449,0.082,2.8,3.704
금본C1,2019.05.30,20.3,8.4,124,11.2,1.6,4.1,4.2,1.663,0.038,2.1,3.567
금본D,2019.05.30,21,7.9,142,9.1,1.4,4.6,4.9,1.095,0.068,2.8,11.191
금본E,2019.05.30,21.2,8.1,167,9.5,1.1,4.1,3.2,1.067,0.047,2.3,13.121
금본F1,2019.05.30,22.4,7.6,130,9.9,0.5,2.2,0.9,2.02,0.023,1.3,0.044
